,0,1,2,3,4,5,6,7
54,1808202.0,110.3638916015625,5.0,14885.0,241.0,49.847293956023826,236.0,4.0
55,1917498.0,117.0347900390625,0.0,14464.0,236.0,49.8787923997238,236.0,4.0
56,1963166.0,119.8221435546875,0.0,15101.0,234.0,54.47271422119448,234.0,4.0
57,2061908.0,125.848876953125,0.0,16611.0,235.0,53.48313328156612,235.0,4.0
58,1884307.0,115.00897216796875,0.0,14749.0,234.0,49.86034799140917,234.0,4.0
59,1870739.0,114.18084716796875,0.0,14638.0,234.0,46.70298460861596,234.0,4.0
60,1857454.0,113.3699951171875,0.0,12926.0,225.0,54.240818123287646,225.0,4.0
61,2068533.0,126.25323486328125,0.0,14489.0,228.0,51.53548672636701,228.0,4.0
62,1933295.0,117.99896240234375,0.0,15342.0,226.0,47.074781934048666,226.0,4.0
63,1871816.0,114.24658203125,4.0,14891.0,223.0,45.06562719988541,219.0,4.0
64,2471368.0,150.84033203125,0.0,18325.0,255.0,56.911224464133106,255.0,5.0
65,2230436.0,136.135009765625,0.0,17370.0,252.0,63.51834123112639,252.0,5.0
66,2150704.0,131.2685546875,0.0,17697.0,255.0,59.58773892616623,255.0,5.0
67,2101281.0,128.25201416015625,2.0,13318.0,255.0,64.9428076369156,253.0,5.0
68,2350770.0,143.4796142578125,6.0,20994.0,236.0,57.70178016344808,230.0,5.0
69,2155640.0,131.56982421875,0.0,15383.0,245.0,65.26182437138577,245.0,5.0
70,2171899.0,132.56219482421875,2.0,16228.0,250.0,61.00052561222651,248.0,5.0
71,2168667.0,132.36492919921875,4.0,21115.0,255.0,66.05476146151882,251.0,5.0
72,2387426.0,145.7169189453125,12.0,15171.0,231.0,55.921861395283976,219.0,5.0
73,2228774.0,136.0335693359375,1.0,16576.0,234.0,59.711997762682685,233.0,5.0
74,2246420.0,137.110595703125,9.0,16006.0,236.0,63.10864171581773,227.0,5.0
75,1922892.0,117.364013671875,2.0,13416.0,238.0,62.33731611462602,236.0,5.0
76,2331221.0,142.28643798828125,10.0,15555.0,236.0,57.8963036743951,226.0,5.0
77,2389475.0,145.84197998046875,11.0,17327.0,228.0,53.27728511535916,217.0,5.0
78,2223511.0,135.71234130859375,10.0,16349.0,231.0,57.18305207289822,221.0,5.0
79,2306757.0,140.79327392578125,11.0,17753.0,231.0,58.92678108034066,220.0,5.0
80,933307.0,56.96453857421875,4.0,7883.0,240.0,39.081244250346614,236.0,6.0
81,765109.0,46.69854736328125,4.0,6427.0,220.0,33.67598775403862,216.0,6.0
82,784091.0,47.85711669921875,11.0,5713.0,216.0,33.1827846798374,205.0,6.0
83,823942.0,50.2894287109375,14.0,6480.0,198.0,32.548556659114666,184.0,6.0
84,858451.0,52.39569091796875,6.0,7104.0,211.0,36.48147048778795,205.0,6.0
85,751957.0,45.89581298828125,3.0,5365.0,205.0,33.56495236687828,202.0,6.0
86,814763.0,49.72918701171875,9.0,6202.0,203.0,32.75181833384269,194.0,6.0
87,842020.0,51.392822265625,12.0,6655.0,207.0,32.45507129219857,195.0,6.0
88,906534.0,55.3304443359375,11.0,7522.0,226.0,38.176485291303294,215.0,6.0
89,817441.0,49.89263916015625,6.0,5583.0,229.0,36.58802206875871,223.0,6.0
90,844004.0,51.513916015625,11.0,7035.0,205.0,34.12866533510279,194.0,6.0
91,809005.0,49.37774658203125,11.0,6421.0,208.0,31.60287787590388,197.0,6.0
92,1078906.0,65.8511962890625,13.0,8499.0,241.0,40.42295099112151,228.0,6.0
93,934255.0,57.02239990234375,11.0,6783.0,239.0,38.39305164672745,228.0,6.0
94,850834.0,51.9307861328125,11.0,7052.0,221.0,34.2793498001616,210.0,6.0
95,863544.0,52.70654296875,17.0,6228.0,202.0,31.409428339829308,185.0,6.0
96,2599450.0,158.6578369140625,0.0,19429.0,238.0,66.11681493683261,238.0,7.0
97,2695779.0,164.53729248046875,3.0,22999.0,235.0,71.6420653201274,232.0,7.0
98,3173915.0,193.72039794921875,0.0,24829.0,236.0,53.511003531635716,236.0,7.0
99,3409222.0,208.0823974609375,4.0,26616.0,239.0,41.90428136355438,235.0,7.0
100,2460992.0,150.20703125,1.0,16029.0,231.0,75.33267111473131,230.0,7.0
101,2314079.0,141.24017333984375,0.0,20034.0,234.0,74.92903947671789,234.0,7.0
102,2694596.0,164.465087890625,0.0,19251.0,235.0,71.62249379949488,235.0,7.0
103,2842426.0,173.4879150390625,5.0,20764.0,237.0,72.19649379477099,232.0,7.0
104,3027953.0,184.81158447265625,10.0,25052.0,235.0,52.85868759787292,225.0,7.0
105,2707345.0,165.24322509765625,11.0,23725.0,235.0,67.1811115004119,224.0,7.0
106,2876618.0,175.5748291015625,4.0,25736.0,235.0,61.66291098411789,231.0,7.0
107,2546582.0,155.4310302734375,10.0,19030.0,234.0,70.11263349774646,224.0,7.0
108,3034217.0,185.19390869140625,12.0,21762.0,236.0,55.1552512702201,224.0,7.0
109,2341594.0,142.9195556640625,11.0,20636.0,235.0,69.83470473026648,224.0,7.0
110,2545269.0,155.35089111328125,7.0,18756.0,235.0,68.69217549016155,228.0,7.0
111,2575696.0,157.2080078125,12.0,17841.0,235.0,66.04956741566757,223.0,7.0
112,2636540.0,160.921630859375,48.0,20972.0,249.0,38.46199785731671,201.0,8.0
113,1941481.0,118.49859619140625,30.0,13098.0,209.0,29.794236543876174,179.0,8.0
114,1734556.0,105.868896484375,19.0,16148.0,208.0,31.699453788069295,189.0,8.0
115,1327727.0,81.03802490234375,0.0,10413.0,188.0,27.611335030621174,188.0,8.0
116,2612913.0,159.47955322265625,33.0,20229.0,231.0,36.74093341730186,198.0,8.0
117,2335624.0,142.55517578125,35.0,17950.0,225.0,36.79346630401128,190.0,8.0
118,2047460.0,124.967041015625,18.0,18756.0,221.0,41.80900831639829,203.0,8.0
119,1679612.0,102.515380859375,0.0,13625.0,200.0,34.362631052398,200.0,8.0
120,2525378.0,154.1368408203125,45.0,20402.0,226.0,34.16075386562804,181.0,8.0
121,2501042.0,152.6514892578125,47.0,16251.0,230.0,33.93359892445399,183.0,8.0
122,2098824.0,128.10205078125,34.0,19365.0,222.0,37.36743607738456,188.0,8.0
123,1724700.0,105.267333984375,0.0,12070.0,209.0,32.41556892471075,209.0,8.0
124,3047883.0,186.02801513671875,91.0,25253.0,255.0,28.79207830736752,164.0,8.0
125,2726854.0,166.4339599609375,56.0,18675.0,249.0,38.04289839385832,193.0,8.0
126,2219184.0,135.4482421875,37.0,19536.0,226.0,39.12242443394559,189.0,8.0
127,1894979.0,115.66033935546875,19.0,15275.0,208.0,37.55564782917761,189.0,8.0
128,1840092.0,112.310302734375,2.0,13403.0,240.0,51.03244148856051,238.0,9.0
129,1835000.0,111.99951171875,2.0,14637.0,243.0,53.3981328836946,241.0,9.0
130,1961452.0,119.717529296875,0.0,15750.0,246.0,53.7125259569579,246.0,9.0
131,2055562.0,125.4615478515625,0.0,16206.0,244.0,52.18833374096976,244.0,9.0
132,2217838.0,135.3660888671875,2.0,17045.0,255.0,55.47784047373168,253.0,9.0
133,2244845.0,137.01446533203125,0.0,17065.0,255.0,56.14906502477591,255.0,9.0
134,2313966.0,141.2332763671875,0.0,16732.0,255.0,55.129744437870826,255.0,9.0
135,2431461.0,148.40460205078125,6.0,19480.0,255.0,54.102044161329154,249.0,9.0
136,2196668.0,134.073974609375,0.0,17843.0,247.0,57.95542633627733,247.0,9.0
137,2252549.0,137.48468017578125,0.0,16824.0,255.0,57.64351895918828,255.0,9.0
138,2280954.0,139.2183837890625,0.0,18532.0,254.0,57.39458781007023,254.0,9.0
139,2436123.0,148.68914794921875,9.0,19613.0,255.0,56.26224900839811,246.0,9.0
140,1979642.0,120.8277587890625,0.0,16276.0,248.0,58.96924160960636,248.0,9.0
141,1960599.0,119.66546630859375,0.0,14471.0,254.0,60.05907503406621,254.0,9.0
142,2061840.0,125.8447265625,0.0,15316.0,250.0,58.286020553108784,250.0,9.0
143,2270858.0,138.6021728515625,0.0,19737.0,239.0,55.164337979638994,239.0,9.0
144,3314063.0,202.27435302734375,0.0,27528.0,237.0,41.60261646489294,237.0,10.0
145,3054560.0,186.435546875,0.0,22908.0,238.0,56.38382298347796,238.0,10.0
146,3199757.0,195.29766845703125,0.0,24860.0,239.0,47.70165694835553,239.0,10.0
147,2950939.0,180.11102294921875,0.0,22856.0,234.0,56.30830151852248,234.0,10.0
148,3373735.0,205.91644287109375,2.0,26576.0,235.0,38.0578755675869,233.0,10.0
149,3174615.0,193.76312255859375,0.0,25474.0,239.0,53.4199096588947,239.0,10.0
150,3298141.0,201.30255126953125,2.0,23052.0,238.0,42.92917158282813,236.0,10.0
151,3237625.0,197.60894775390625,3.0,25323.0,236.0,45.79246578181946,233.0,10.0
152,3169607.0,193.45745849609375,0.0,23819.0,238.0,49.91566150480862,238.0,10.0
153,3181120.0,194.16015625,0.0,24934.0,239.0,50.8542514640396,239.0,10.0
154,3075744.0,187.728515625,0.0,23571.0,237.0,52.66890521462895,237.0,10.0
155,3068473.0,187.28472900390625,0.0,24255.0,235.0,52.906815710573774,235.0,10.0
156,3130054.0,191.0433349609375,0.0,23409.0,236.0,52.97701886980015,236.0,10.0
157,3137996.0,191.528076171875,0.0,25871.0,239.0,53.034140526060646,239.0,10.0
158,3147618.0,192.1153564453125,2.0,24213.0,238.0,50.247976371332236,236.0,10.0
159,2982178.0,182.0177001953125,1.0,22609.0,234.0,55.645831371341494,233.0,10.0
160,1912378.0,116.7222900390625,3.0,15093.0,253.0,52.97787786607936,250.0,11.0
161,1967952.0,120.1142578125,0.0,14984.0,247.0,54.96315466686326,247.0,11.0
162,1908202.0,116.4674072265625,6.0,14980.0,251.0,51.471146936978144,245.0,11.0
163,1888396.0,115.258544921875,7.0,14804.0,240.0,48.1429228012955,233.0,11.0
164,1852640.0,113.076171875,0.0,13985.0,250.0,55.190185723452764,250.0,11.0
165,1902832.0,116.1396484375,0.0,14397.0,255.0,55.19147162656647,255.0,11.0
166,1922025.0,117.31109619140625,4.0,15205.0,250.0,52.55795916139128,246.0,11.0
167,1867087.0,113.95794677734375,3.0,15282.0,248.0,50.43379692864444,245.0,11.0
168,1872297.0,114.27593994140625,7.0,14033.0,247.0,51.480311791676904,240.0,11.0
169,1973995.0,120.48309326171875,7.0,15755.0,252.0,54.82157188059346,245.0,11.0
170,1864816.0,113.8193359375,5.0,15029.0,246.0,53.14457545728993,241.0,11.0
171,1753575.0,107.02972412109375,0.0,13058.0,245.0,47.23489608309233,245.0,11.0
172,1914063.0,116.82513427734375,11.0,14751.0,255.0,50.98099538299305,244.0,11.0
173,2007657.0,122.53765869140625,11.0,16598.0,255.0,54.85709459966606,244.0,11.0
174,1887268.0,115.189697265625,3.0,13610.0,240.0,51.053807268675875,237.0,11.0
175,1846355.0,112.69256591796875,13.0,15212.0,236.0,46.458431871943866,223.0,11.0
176,1946017.0,118.77545166015625,6.0,14697.0,244.0,74.93333661948994,238.0,12.0
177,1867190.0,113.9642333984375,7.0,15214.0,237.0,72.73547723418461,230.0,12.0
178,2151064.0,131.29052734375,8.0,17446.0,247.0,74.1558751315011,239.0,12.0
179,2797510.0,170.7464599609375,11.0,22627.0,255.0,67.38201258342127,244.0,12.0
180,1922970.0,117.3687744140625,5.0,15903.0,234.0,72.07938072395406,229.0,12.0
181,1684302.0,102.8016357421875,2.0,12076.0,235.0,69.18622230400608,233.0,12.0
182,1860549.0,113.55889892578125,1.0,15513.0,236.0,74.49835537626387,235.0,12.0
183,2753896.0,168.08447265625,1.0,20412.0,255.0,67.79138185077461,254.0,12.0
184,1854842.0,113.2105712890625,6.0,14818.0,237.0,70.9308493961573,231.0,12.0
185,1821493.0,111.17510986328125,4.0,15363.0,242.0,69.48216517534374,238.0,12.0
186,2012235.0,122.81707763671875,0.0,14205.0,238.0,74.20623199601049,238.0,12.0
187,3099939.0,189.20526123046875,10.0,23290.0,255.0,61.54837376915858,245.0,12.0
188,1874815.0,114.42962646484375,6.0,14839.0,234.0,64.44969633840353,228.0,12.0
189,1963633.0,119.85064697265625,6.0,15303.0,236.0,68.80287895971999,230.0,12.0
190,2050302.0,125.1405029296875,5.0,16544.0,239.0,69.00201526397073,234.0,12.0
191,2929338.0,178.7926025390625,11.0,23809.0,255.0,63.15087034828833,244.0,12.0
192,2004367.0,122.33685302734375,4.0,15527.0,235.0,65.64096155783513,231.0,13.0
193,1942571.0,118.56512451171875,0.0,15551.0,228.0,67.33476888350363,228.0,13.0
194,1908294.0,116.4730224609375,0.0,14537.0,236.0,77.92951639859339,236.0,13.0
195,2239657.0,136.69781494140625,10.0,12066.0,247.0,75.5531226741255,237.0,13.0
196,2357143.0,143.86859130859375,14.0,22168.0,249.0,64.44567005990912,235.0,13.0
197,2234992.0,136.4130859375,5.0,18429.0,248.0,70.74220701372202,243.0,13.0
198,2019320.0,123.24951171875,6.0,19290.0,240.0,66.51168284474319,234.0,13.0
199,2303429.0,140.59014892578125,7.0,23637.0,255.0,75.83080485507229,248.0,13.0
200,2292493.0,139.92266845703125,23.0,18693.0,236.0,52.309405139266,213.0,13.0
201,2266744.0,138.35107421875,8.0,12780.0,235.0,68.92536787523646,227.0,13.0
202,2599936.0,158.6875,11.0,17495.0,255.0,70.33073635037485,244.0,13.0
203,2064577.0,126.01177978515625,17.0,17691.0,248.0,67.78954857427972,231.0,13.0
204,2235933.0,136.47052001953125,15.0,19579.0,248.0,63.23687572329338,233.0,13.0
205,2205167.0,134.59271240234375,11.0,17898.0,238.0,64.05501726967424,227.0,13.0
206,2319354.0,141.5621337890625,17.0,17857.0,246.0,57.739292092182076,229.0,13.0
207,2202472.0,134.42822265625,13.0,17801.0,254.0,71.57909434623343,241.0,13.0
208,2736915.0,167.04803466796875,0.0,21180.0,237.0,62.84545116570852,237.0,14.0
209,2445502.0,149.2615966796875,0.0,18357.0,248.0,66.59838417848431,248.0,14.0
210,2555788.0,155.992919921875,8.0,20736.0,242.0,62.64612954946813,234.0,14.0
211,2515618.0,153.5411376953125,0.0,18286.0,246.0,63.77115930310425,246.0,14.0
212,2572386.0,157.0059814453125,0.0,21199.0,246.0,67.71509304820455,246.0,14.0
213,2392714.0,146.0396728515625,0.0,19642.0,240.0,65.36250058485733,240.0,14.0
214,2418429.0,147.60919189453125,0.0,18824.0,236.0,62.355655904047055,236.0,14.0
215,2209761.0,134.87310791015625,0.0,18165.0,235.0,65.34335918297668,235.0,14.0
216,2483296.0,151.568359375,0.0,20299.0,255.0,70.7133864435041,255.0,14.0
217,2465410.0,150.4766845703125,0.0,19837.0,241.0,64.96767013250071,241.0,14.0
218,2291710.0,139.8748779296875,3.0,18589.0,244.0,62.07980403542601,241.0,14.0
219,2210491.0,134.91766357421875,0.0,17557.0,237.0,64.23890628409134,237.0,14.0
220,2509474.0,153.1661376953125,0.0,17503.0,253.0,69.75358141304204,253.0,14.0
221,2517681.0,153.66705322265625,0.0,21364.0,238.0,60.789984096584426,238.0,14.0
222,2213492.0,135.100830078125,0.0,16305.0,254.0,63.410856583943165,254.0,14.0
223,2136192.0,130.3828125,0.0,17115.0,231.0,63.395444322442,231.0,14.0
224,1356157.0,82.77325439453125,4.0,10536.0,245.0,39.19382973207797,241.0,15.0
225,1531737.0,93.48980712890625,5.0,12017.0,255.0,42.026022195934644,250.0,15.0
226,1556602.0,95.0074462890625,7.0,13285.0,255.0,41.86389128797667,248.0,15.0
227,1664538.0,101.5953369140625,0.0,13135.0,247.0,42.45952453069649,247.0,15.0
228,1214309.0,74.11553955078125,0.0,10387.0,228.0,35.87283098199787,228.0,15.0
229,1355371.0,82.72528076171875,0.0,11514.0,245.0,38.80749930728144,245.0,15.0
230,1476844.0,90.139404296875,2.0,12180.0,255.0,39.54483277071592,253.0,15.0
231,1596325.0,97.43194580078125,12.0,14338.0,255.0,41.217146392149786,243.0,15.0
232,1177494.0,71.8685302734375,0.0,8995.0,226.0,34.08886309052779,226.0,15.0
233,1338585.0,81.70074462890625,2.0,9995.0,232.0,36.67971142081515,230.0,15.0
234,1415312.0,86.3837890625,4.0,11017.0,239.0,37.05689276853404,235.0,15.0
235,1571409.0,95.91119384765625,1.0,11628.0,245.0,38.88008641727745,244.0,15.0
236,1218228.0,74.354736328125,5.0,9376.0,233.0,32.708630494369466,228.0,15.0
237,1408711.0,85.98089599609375,4.0,10739.0,247.0,35.90126826812238,243.0,15.0
238,1561048.0,95.27880859375,18.0,12699.0,236.0,36.07663487809563,218.0,15.0
239,1607590.0,98.1195068359375,10.0,12561.0,242.0,37.498261683029746,232.0,15.0
240,1421624.0,86.76904296875,3.0,9900.0,255.0,54.196179142577975,252.0,16.0
241,1356963.0,82.82244873046875,3.0,11149.0,255.0,53.87251917014921,252.0,16.0
242,1297463.0,79.19085693359375,1.0,9003.0,255.0,51.50501186264054,254.0,16.0
243,1192640.0,72.79296875,0.0,10322.0,239.0,48.58553974426147,239.0,16.0
244,1410827.0,86.11004638671875,6.0,12285.0,255.0,52.695878649180685,249.0,16.0
245,1348973.0,82.33477783203125,3.0,10093.0,254.0,52.54012414331152,251.0,16.0
246,1224508.0,74.738037109375,0.0,10781.0,249.0,48.52930668049203,249.0,16.0
247,1141333.0,69.66143798828125,1.0,8731.0,242.0,45.845970009328546,241.0,16.0
248,1488581.0,90.85577392578125,4.0,11658.0,251.0,53.82060462806899,247.0,16.0
249,1384352.0,84.494140625,6.0,10250.0,248.0,52.31228382425979,242.0,16.0
250,1253054.0,76.4803466796875,3.0,11639.0,239.0,49.376525188834044,236.0,16.0
251,1211579.0,73.94891357421875,5.0,7987.0,233.0,46.80650871249512,228.0,16.0
252,1457094.0,88.9339599609375,9.0,11689.0,254.0,51.58883119385063,245.0,16.0
253,1367764.0,83.481689453125,3.0,11201.0,243.0,51.76816848449922,240.0,16.0
254,1286741.0,78.53643798828125,6.0,8348.0,234.0,48.51740778133025,228.0,16.0
255,1230293.0,75.09112548828125,7.0,11992.0,232.0,45.71077323134126,225.0,16.0
256,1775025.0,108.33892822265625,0.0,14925.0,253.0,58.33989955511831,253.0,17.0
257,1708801.0,104.29693603515625,0.0,13449.0,253.0,56.4612106753355,253.0,17.0
258,1732407.0,105.73773193359375,2.0,13532.0,249.0,56.633936045831874,247.0,17.0
259,1755460.0,107.144775390625,0.0,12320.0,255.0,62.009903931501796,255.0,17.0
260,1778368.0,108.54296875,0.0,14479.0,251.0,58.881789802009976,251.0,17.0
261,1852930.0,113.0938720703125,0.0,14424.0,254.0,60.43586881804735,254.0,17.0
262,1960137.0,119.63726806640625,12.0,16415.0,251.0,58.10013816626328,239.0,17.0
263,1554654.0,94.8885498046875,0.0,11988.0,255.0,61.711831342799165,255.0,17.0
264,1807752.0,110.33642578125,2.0,12392.0,252.0,55.23894275948715,250.0,17.0
265,1900408.0,115.99169921875,6.0,12712.0,255.0,56.67592373740066,249.0,17.0
266,1793295.0,109.45404052734375,3.0,15385.0,245.0,57.03948966190823,242.0,17.0
267,1474573.0,90.00079345703125,3.0,11992.0,255.0,52.90000550913506,252.0,17.0
268,1947595.0,118.87176513671875,4.0,15442.0,239.0,52.02969661400709,235.0,17.0
269,1900940.0,116.024169921875,14.0,13742.0,238.0,51.43709918580959,224.0,17.0
270,1813048.0,110.65966796875,15.0,14594.0,237.0,51.17874733706676,222.0,17.0
271,1475024.0,90.0283203125,12.0,10567.0,237.0,48.2282443535803,225.0,17.0
272,2186321.0,133.44244384765625,0.0,15963.0,249.0,47.02573402853101,249.0,18.0
273,2785933.0,170.03985595703125,0.0,21330.0,253.0,42.82525683435501,253.0,18.0
274,2683091.0,163.76287841796875,0.0,20323.0,255.0,44.86851979690762,255.0,18.0
275,2731875.0,166.74041748046875,0.0,21280.0,255.0,45.436284986565504,255.0,18.0
276,2320660.0,141.641845703125,0.0,20107.0,229.0,41.63108206682019,229.0,18.0
277,2702030.0,164.9188232421875,1.0,19022.0,236.0,37.47141002836267,235.0,18.0
278,2603019.0,158.87567138671875,0.0,18295.0,246.0,41.154155744854016,246.0,18.0
279,2631739.0,160.62860107421875,0.0,20623.0,241.0,41.16015979964679,241.0,18.0
280,2132674.0,130.1680908203125,0.0,16838.0,230.0,39.70025099504884,230.0,18.0
281,2584588.0,157.750732421875,3.0,20814.0,229.0,38.59732238591164,226.0,18.0
282,2564903.0,156.54925537109375,0.0,19190.0,232.0,38.75106337606242,232.0,18.0
283,2570603.0,156.89715576171875,0.0,19603.0,232.0,39.926918183366546,232.0,18.0
284,2020274.0,123.3077392578125,6.0,15431.0,225.0,37.238243657425976,219.0,18.0
285,2526917.0,154.23077392578125,1.0,18058.0,229.0,36.95943759158932,228.0,18.0
286,2608573.0,159.21466064453125,3.0,19512.0,234.0,35.84282369126571,231.0,18.0
287,2619990.0,159.9114990234375,0.0,19879.0,228.0,36.22009615971961,228.0,18.0
288,1735669.0,105.93682861328125,1.0,11608.0,245.0,87.74471555881297,244.0,19.0
289,1678649.0,102.45660400390625,4.0,12138.0,251.0,86.54335343073738,247.0,19.0
290,1736367.0,105.97943115234375,4.0,15121.0,253.0,84.79227262172007,249.0,19.0
291,1766865.0,107.84088134765625,11.0,14986.0,240.0,81.61985687462914,229.0,19.0
292,1745598.0,106.5428466796875,4.0,12135.0,248.0,88.04585525198029,244.0,19.0
293,1708805.0,104.29718017578125,4.0,11829.0,251.0,87.18587939162384,247.0,19.0
294,1799786.0,109.8502197265625,9.0,15478.0,247.0,83.38603224453648,238.0,19.0
295,1797820.0,109.730224609375,6.0,15827.0,238.0,81.39529136620973,232.0,19.0
296,1581823.0,96.54681396484375,0.0,11245.0,241.0,86.18059300219805,241.0,19.0
297,1593239.0,97.24359130859375,1.0,10963.0,240.0,86.09345679222396,239.0,19.0
298,1686227.0,102.91912841796875,8.0,15158.0,238.0,82.80471729538874,230.0,19.0
299,1750631.0,106.85003662109375,9.0,15023.0,237.0,82.08231392050044,228.0,19.0
300,1607389.0,98.10723876953125,0.0,11055.0,244.0,84.69801688239905,244.0,19.0
301,1665022.0,101.6248779296875,0.0,13101.0,239.0,86.81192576660976,239.0,19.0
302,1686266.0,102.9215087890625,2.0,15450.0,237.0,83.80642814665303,235.0,19.0
303,1685497.0,102.87457275390625,8.0,13447.0,240.0,81.27745301191219,232.0,19.0
304,1317228.0,80.397216796875,2.0,11497.0,247.0,57.63910489548062,245.0,20.0
305,1201150.0,73.3123779296875,4.0,10496.0,251.0,57.33468787480158,247.0,20.0
306,1270410.0,77.5396728515625,7.0,10774.0,247.0,56.24687719882355,240.0,20.0
307,1322276.0,80.705322265625,8.0,11741.0,247.0,58.17423113340262,239.0,20.0
308,1242823.0,75.85589599609375,0.0,10602.0,247.0,56.53111005849978,247.0,20.0
309,1130605.0,69.00665283203125,2.0,10492.0,247.0,55.69210657309005,245.0,20.0
310,1219409.0,74.42681884765625,5.0,9801.0,245.0,54.80519046889119,240.0,20.0
311,1303693.0,79.57110595703125,4.0,10122.0,247.0,57.64232405158448,243.0,20.0
